strain	season_start	season_end	lbi
A/Missouri/8/2015	2014-07-01	2015-07-01	6.4079
A/Canada/28B/2014	2014-07-01	2015-07-01	7.4409
A/Minnesota/29/2015	2014-07-01	2015-07-01	3.1493
A/Alaska/39/2015	2014-07-01	2015-07-01	2.6601
A/Alaska/43/2015	2014-07-01	2015-07-01	2.7283
A/Alaska/96/2015	2014-07-01	2015-07-01	2.5957
A/RhodeIsland/15/2015	2014-07-01	2015-07-01	5.3027
A/Minnesota/27/2015	2014-07-01	2015-07-01	4.3029
A/Alaska/59/2015	2014-07-01	2015-07-01	3.0753
A/Alaska/48/2015	2014-07-01	2015-07-01	2.9925
A/Alaska/30/2015	2014-07-01	2015-07-01	3.0517
A/Alaska/29/2015	2014-07-01	2015-07-01	3.0726
A/Oregon/12/2015	2014-07-01	2015-07-01	2.8647
A/Alaska/67/2015	2014-07-01	2015-07-01	2.8262
A/Alaska/37/2015	2014-07-01	2015-07-01	2.9708
A/Alaska/45/2015	2014-07-01	2015-07-01	2.9305
A/Alaska/77/2015	2014-07-01	2015-07-01	2.9279
A/Alaska/63/2015	2014-07-01	2015-07-01	2.9480
A/Alaska/62/2015	2014-07-01	2015-07-01	3.0235
A/California/79/2015	2014-07-01	2015-07-01	4.5077
A/Norway/2547/2015	2014-07-01	2015-07-01	2.1694
A/Vietnam/93/2015	2014-07-01	2015-07-01	2.3641
A/Alaska/50/2015	2014-07-01	2015-07-01	2.5163
A/Alaska/53/2015	2014-07-01	2015-07-01	2.5163
A/Minnesota/30/2015	2014-07-01	2015-07-01	2.9097
A/Liaoning-Haizhou/1614/2014	2014-07-01	2015-07-01	3.5309
A/Lao/I439/2015	2014-07-01	2015-07-01	1.4734
A/Kawasaki/53/2015	2014-07-01	2015-07-01	1.2085
A/Kawasaki/55/2015	2014-07-01	2015-07-01	1.1761
A/Toyama/107/2015	2014-07-01	2015-07-01	1.5155
A/Taiwan/725/2015	2014-07-01	2015-07-01	1.5727
A/Taiwan/724/2015	2014-07-01	2015-07-01	1.6490
A/Vietnam/95/2015	2014-07-01	2015-07-01	1.2729
A/Sapporo/52/2015	2014-07-01	2015-07-01	2.1154
A/Alaska/22/2015	2014-07-01	2015-07-01	1.5298
A/Alaska/54/2015	2014-07-01	2015-07-01	1.4202
A/Alaska/47/2015	2014-07-01	2015-07-01	1.3937
A/Alaska/76/2015	2014-07-01	2015-07-01	1.3843
A/Guangdong/188/2015	2014-07-01	2015-07-01	2.2830
A/Liaoning-Baita/1293/2015	2014-07-01	2015-07-01	1.8075
A/HongKong/8112788/2015	2014-07-01	2015-07-01	3.5012
A/Singapore/TT265/2015	2014-07-01	2015-07-01	2.0219
A/Singapore/TT186/2015	2014-07-01	2015-07-01	2.4346
A/Singapore/GP521/2015	2014-07-01	2015-07-01	1.7628
A/Okinawa/11/2015	2014-07-01	2015-07-01	1.6355
A/Washington/45/2015	2014-07-01	2015-07-01	1.2972
A/Shandong-Zhifu/1440/2014	2014-07-01	2015-07-01	4.1689
A/Brisbane/79/2015	2014-07-01	2015-07-01	1.5655
A/Iowa/18/2015	2014-07-01	2015-07-01	1.7284
A/Jiangxi-Donghu/1218/2015	2014-07-01	2015-07-01	2.2711
A/SouthAustralia/59/2015	2014-07-01	2015-07-01	1.5656
A/HongKong/11743/2015	2014-07-01	2015-07-01	1.3521
A/Indiana/14/2015	2014-07-01	2015-07-01	1.9654
A/Hunan-Wuling/11088/2015	2014-07-01	2015-07-01	1.3916
A/Hubei-Dongbao/1205/2015	2014-07-01	2015-07-01	2.0749
A/Cameroon/15V-8793/2015	2015-07-01	2016-07-01	0.3946
A/Uganda/5535/2016	2015-07-01	2016-07-01	0.3986
A/CostaRica/5828/2016	2015-07-01	2016-07-01	0.5486
A/Mexico/2373/2015	2015-07-01	2016-07-01	0.7317
A/Delaware/44/2015	2015-07-01	2016-07-01	2.8554
A/California/110/2016	2015-07-01	2016-07-01	1.3230
A/NewJersey/24/2016	2015-07-01	2016-07-01	1.2219
A/Mexico/324/2016	2015-07-01	2016-07-01	2.2688
A/Michigan/30/2016	2015-07-01	2016-07-01	1.8914
A/Wisconsin/61/2016	2015-07-01	2016-07-01	1.4350
A/Wisconsin/69/2016	2015-07-01	2016-07-01	1.2121
A/Guatemala/5261/2016	2015-07-01	2016-07-01	1.8677
A/Vermont/30/2016	2015-07-01	2016-07-01	1.2157
A/Vermont/21/2016	2015-07-01	2016-07-01	1.3861
A/Idaho/31/2016	2015-07-01	2016-07-01	1.4815
A/Michigan/47/2016	2015-07-01	2016-07-01	2.1380
A/NewMexico/30/2016	2015-07-01	2016-07-01	1.9842
A/NewHampshire/7/2016	2015-07-01	2016-07-01	2.4789
A/NewYork/27/2016	2015-07-01	2016-07-01	2.4789
A/Idaho/27/2016	2015-07-01	2016-07-01	1.6104
A/NorthCarolina/36/2016	2015-07-01	2016-07-01	2.0285
A/Kentucky/20/2016	2015-07-01	2016-07-01	1.9167
A/NorthCarolina/41/2016	2015-07-01	2016-07-01	1.9044
A/Ohio/25/2016	2015-07-01	2016-07-01	1.5373
A/Florida/57/2016	2015-07-01	2016-07-01	1.9289
A/Colorado/36/2016	2015-07-01	2016-07-01	1.7630
A/SouthCarolina/16/2016	2015-07-01	2016-07-01	1.7447
A/SouthCarolina/17/2016	2015-07-01	2016-07-01	1.6587
A/SouthCarolina/21/2016	2015-07-01	2016-07-01	1.6492
A/SouthCarolina/19/2016	2015-07-01	2016-07-01	1.6605
A/SouthCarolina/22/2016	2015-07-01	2016-07-01	1.6492
A/Texas/6/2016	2015-07-01	2016-07-01	3.2457
A/Texas/12/2016	2015-07-01	2016-07-01	3.2903
A/NorthCarolina/46/2016	2015-07-01	2016-07-01	1.8924
A/Colorado/33/2016	2015-07-01	2016-07-01	2.0243
A/Pennsylvania/65/2016	2015-07-01	2016-07-01	2.1203
A/Florida/67/2016	2015-07-01	2016-07-01	1.6667
A/Mexico/2377/2015	2015-07-01	2016-07-01	0.6725
A/Arizona/21/2016	2015-07-01	2016-07-01	0.8586
A/Colorado/18/2016	2015-07-01	2016-07-01	0.7198
A/Arizona/39/2016	2015-07-01	2016-07-01	0.8073
A/Arizona/27/2016	2015-07-01	2016-07-01	0.9069
A/SouthDakota/23/2016	2015-07-01	2016-07-01	0.5799
A/NewYork/68/2015	2015-07-01	2016-07-01	1.7271
A/Argentina/147/2015	2015-07-01	2016-07-01	2.1163
A/Argentina/135/2015	2015-07-01	2016-07-01	2.1680
A/Argentina/120/2015	2015-07-01	2016-07-01	2.3253
A/Argentina/158/2015	2015-07-01	2016-07-01	2.1877
A/Talca/74180/2015	2015-07-01	2016-07-01	1.4919
A/Talca/79797/2015	2015-07-01	2016-07-01	1.3242
A/Copiapo/13634/2016	2015-07-01	2016-07-01	0.8308
A/NuevaImperial/72930/2015	2015-07-01	2016-07-01	1.6760
A/Oregon/2/2016	2015-07-01	2016-07-01	0.9828
A/Wisconsin/33/2016	2015-07-01	2016-07-01	0.9725
A/Texas/175/2016	2015-07-01	2016-07-01	0.8414
A/Texas/176/2016	2015-07-01	2016-07-01	0.8414
A/Texas/67/2016	2015-07-01	2016-07-01	2.0843
A/Idaho/34/2016	2015-07-01	2016-07-01	0.8863
A/Texas/170/2016	2015-07-01	2016-07-01	1.1167
A/Arizona/65/2016	2015-07-01	2016-07-01	1.1111
A/Texas/83/2016	2015-07-01	2016-07-01	1.4443
A/Texas/174/2016	2015-07-01	2016-07-01	0.9954
A/Texas/166/2016	2015-07-01	2016-07-01	1.2244
A/Texas/78/2016	2015-07-01	2016-07-01	1.6757
A/Texas/88/2016	2015-07-01	2016-07-01	1.5884
A/Georgia/57/2016	2015-07-01	2016-07-01	0.9617
A/California/69/2016	2015-07-01	2016-07-01	1.4511
A/Nevada/22/2016	2015-07-01	2016-07-01	1.3856
A/Roraima/141969-IEC/2016	2015-07-01	2016-07-01	0.8731
A/Texas/15/2016	2015-07-01	2016-07-01	2.2033
A/Kansas/22/2016	2015-07-01	2016-07-01	1.3289
A/Bucharest/193605/2016	2015-07-01	2016-07-01	1.3289
A/Honduras/7873/2016	2015-07-01	2016-07-01	1.1490
A/Louisiana/8/2015	2015-07-01	2016-07-01	2.6273
A/Colorado/28/2016	2015-07-01	2016-07-01	1.6405
A/NewMexico/29/2016	2015-07-01	2016-07-01	1.7306
A/Washington/41/2016	2015-07-01	2016-07-01	1.8890
A/Louisiana/12/2016	2015-07-01	2016-07-01	1.7179
A/Washington/74/2016	2015-07-01	2016-07-01	1.5079
A/Arizona/44/2016	2015-07-01	2016-07-01	2.2841
A/Connecticut/18/2016	2015-07-01	2016-07-01	2.0631
A/Arizona/56/2016	2015-07-01	2016-07-01	2.1699
A/Pennsylvania/72/2016	2015-07-01	2016-07-01	1.6586
A/Pennsylvania/70/2016	2015-07-01	2016-07-01	1.6691
A/Colorado/37/2015	2015-07-01	2016-07-01	3.5032
A/Idaho/33/2016	2015-07-01	2016-07-01	1.3570
A/Idaho/33/2016-egg	2015-07-01	2016-07-01	1.3570
A/SouthDakota/21/2016	2015-07-01	2016-07-01	2.1292
A/Kansas/10/2016	2015-07-01	2016-07-01	2.4335
A/NewMexico/34/2016	2015-07-01	2016-07-01	2.0148
A/Connecticut/4/2016	2015-07-01	2016-07-01	2.6679
A/NewYork/57/2016	2015-07-01	2016-07-01	2.4726
A/Norway/3798/2016	2015-07-01	2016-07-01	1.5854
A/PuertoRico/6/2016	2015-07-01	2016-07-01	1.5416
A/Washington/52/2016	2015-07-01	2016-07-01	2.3601
A/Nevada/36/2016	2015-07-01	2016-07-01	2.0924
A/Norway/3545/2016	2015-07-01	2016-07-01	1.9904
A/PuertoRico/5/2016	2015-07-01	2016-07-01	1.6758
A/PuertoRico/3/2016	2015-07-01	2016-07-01	1.7103
A/NewZealand/888/2016	2015-07-01	2016-07-01	1.6848
A/PuertoRico/4/2016	2015-07-01	2016-07-01	1.7597
A/NewZealand/879/2016	2015-07-01	2016-07-01	1.5845
A/Sydney/142/2016	2015-07-01	2016-07-01	1.5525
A/Norway/2605/2015	2015-07-01	2016-07-01	0.3380
A/Indonesia/Nihrd-Btm190/2016	2015-07-01	2016-07-01	0.3989
A/Heilongjiang-Yichun/11217/2015	2015-07-01	2016-07-01	0.3919
A/Liaoning-Shuangta/1491/2015	2015-07-01	2016-07-01	0.3952
A/Brazil/23262/2015	2015-07-01	2016-07-01	0.4162
A/Sydney/29/2016	2015-07-01	2016-07-01	0.7123
A/SouthAustralia/3/2016	2015-07-01	2016-07-01	0.7539
A/Thuringen/102/2015	2015-07-01	2016-07-01	0.8543
A/Iran/115843/2015	2015-07-01	2016-07-01	1.2997
A/Serbia/1565/2016	2015-07-01	2016-07-01	0.7389
A/Antalya/5181/2015	2015-07-01	2016-07-01	0.9322
A/Aydin/3060/2016	2015-07-01	2016-07-01	0.8867
A/Antalya/3562/2016	2015-07-01	2016-07-01	0.9088
A/Jordan/4470/2016	2015-07-01	2016-07-01	0.7098
A/NordrheinWestfalen/104/2015	2015-07-01	2016-07-01	1.4124
A/Afghanistan/243/2016	2015-07-01	2016-07-01	0.5954
A/Ankara/2396/2015	2015-07-01	2016-07-01	1.2662
A/Cankiri/2395/2015	2015-07-01	2016-07-01	1.2662
A/Bitlis/4351/2016	2015-07-01	2016-07-01	0.9146
A/Georgia/864/2016	2015-07-01	2016-07-01	0.9971
A/NordPasDeCalais/2518/2015	2015-07-01	2016-07-01	1.3869
A/Stockholm/65/2015	2015-07-01	2016-07-01	1.6445
A/Berlin/11/2016	2015-07-01	2016-07-01	1.0997
A/Arges/1480-3059/2016	2015-07-01	2016-07-01	1.0686
A/Switzerland/16094175/2016	2015-07-01	2016-07-01	1.2796
A/Stockholm/61/2015	2015-07-01	2016-07-01	1.6828
A/Turkey/TR-26/2016	2015-07-01	2016-07-01	1.2718
A/Turkey/TR-31/2016	2015-07-01	2016-07-01	1.2599
A/Berlin/7/2016	2015-07-01	2016-07-01	1.2345
A/Liaoning-Shuangta/1505/2015	2015-07-01	2016-07-01	0.3253
A/Ecuador/1372/2016	2015-07-01	2016-07-01	0.4608
A/Yunnan-Hongta/11097/2015	2015-07-01	2016-07-01	0.3518
A/Victoria/2118/2015	2015-07-01	2016-07-01	0.4185
A/SouthAustralia/18/2016	2015-07-01	2016-07-01	0.4066
A/Victoria/948/2015	2015-07-01	2016-07-01	0.4376
A/Fiji/31/2016	2015-07-01	2016-07-01	0.4472
A/Fiji/47/2016	2015-07-01	2016-07-01	0.4030
A/Victoria/20/2015	2015-07-01	2016-07-01	0.4190
A/Perth/66/2015	2015-07-01	2016-07-01	0.4260
A/Congo/560/2016	2015-07-01	2016-07-01	0.4130
A/Victoria/640/2015	2015-07-01	2016-07-01	0.5849
A/Florida/90/2015	2015-07-01	2016-07-01	0.5555
A/Florida/104/2015	2015-07-01	2016-07-01	0.5865
A/Florida/87/2015	2015-07-01	2016-07-01	0.6880
A/Townsville/38/2015	2015-07-01	2016-07-01	0.5224
A/Christchurch/511/2015	2015-07-01	2016-07-01	0.8734
A/Townsville/37/2015	2015-07-01	2016-07-01	0.6671
A/Nevada/3/2016	2015-07-01	2016-07-01	0.5045
A/Nebraska/19/2015	2015-07-01	2016-07-01	0.6799
A/Peru/71/2015	2015-07-01	2016-07-01	0.7646
A/Iowa/50/2015	2015-07-01	2016-07-01	0.7591
A/Iowa/46/2015	2015-07-01	2016-07-01	0.7245
A/Sendai-H/N279/2015	2015-07-01	2016-07-01	1.0883
A/PuertoRico/39/2015	2015-07-01	2016-07-01	0.7453
A/Kilifi/142/2015	2015-07-01	2016-07-01	0.6962
A/Kilifi/60/2015	2015-07-01	2016-07-01	0.6747
A/Kilifi/138/2015	2015-07-01	2016-07-01	1.2273
A/Kilifi/71/2016	2015-07-01	2016-07-01	0.6778
A/Kilifi/74/2015	2015-07-01	2016-07-01	0.8663
A/Kilifi/76/2016	2015-07-01	2016-07-01	0.7712
A/Kilifi/81/2016	2015-07-01	2016-07-01	0.6253
A/Norway/2590/2015	2015-07-01	2016-07-01	0.7557
A/California/21/2016	2015-07-01	2016-07-01	0.5699
A/Minnesota/13/2016	2015-07-01	2016-07-01	0.5009
A/PuertoMontt/61723/2015	2015-07-01	2016-07-01	0.2591
A/Ghana/FS-15-0583/2015	2015-07-01	2016-07-01	0.4185
A/BurkinaFaso/1632/2015	2015-07-01	2016-07-01	0.4152
A/Lao/I706/2015	2015-07-01	2016-07-01	0.5009
A/Cambodia/1290/2015	2015-07-01	2016-07-01	0.5924
A/Hawaii/66/2015	2015-07-01	2016-07-01	0.6967
A/Bangladesh/202004/2015	2015-07-01	2016-07-01	0.6380
A/Bangladesh/913012/2015	2015-07-01	2016-07-01	0.9023
A/Bangladesh/803003/2015	2015-07-01	2016-07-01	1.1887
A/Bangladesh/14006/2015	2015-07-01	2016-07-01	0.7234
A/Bangladesh/1014003/2015	2015-07-01	2016-07-01	0.8963
A/Cambodia/1181/2015	2015-07-01	2016-07-01	0.8485
A/PrachuapKhiriKhan/142/2015	2015-07-01	2016-07-01	0.8639
A/Lao/1810/2015	2015-07-01	2016-07-01	1.3229
A/Lao/I889/2015	2015-07-01	2016-07-01	1.1784
A/Lao/406/2015	2015-07-01	2016-07-01	0.9676
A/Nonthaburi/146/2015	2015-07-01	2016-07-01	0.9357
A/Nonthaburi/588/2015	2015-07-01	2016-07-01	1.2803
A/Singapore/INFGP-16-0022/2016	2015-07-01	2016-07-01	1.0057
A/Cambodia/FSS31758/2015	2015-07-01	2016-07-01	1.1492
A/Akita/10/2015	2015-07-01	2016-07-01	1.2124
A/Sapporo/71/2015	2015-07-01	2016-07-01	1.1314
A/Singapore/GP2050/2015	2015-07-01	2016-07-01	1.1703
A/Cambodia/924/2015	2015-07-01	2016-07-01	1.9135
A/Washington/8/2016	2015-07-01	2016-07-01	1.0970
A/Washington/5/2016	2015-07-01	2016-07-01	1.0197
A/Canberra/5/2016	2015-07-01	2016-07-01	0.9418
A/Washington/65/2015	2015-07-01	2016-07-01	1.4316
A/Washington/57/2016	2015-07-01	2016-07-01	0.8926
A/Washington/71/2016	2015-07-01	2016-07-01	0.7248
A/England/335/2015	2015-07-01	2016-07-01	0.4075
A/Mali/179CH/2015	2015-07-01	2016-07-01	0.3595
A/SouthAfrica/4283/2015	2015-07-01	2016-07-01	0.3923
A/SouthAfrica/R3142/2016	2015-07-01	2016-07-01	0.3990
A/SouthAfrica/R3328/2016	2015-07-01	2016-07-01	0.3911
A/Cameroon/15V-7134/2015	2015-07-01	2016-07-01	0.4488
A/Cameroon/15V-7635/2015	2015-07-01	2016-07-01	0.5409
A/Cameroon/15V-6741/2015	2015-07-01	2016-07-01	0.6708
A/Cameroon/15V-8163/2015	2015-07-01	2016-07-01	0.5231
A/SouthAfrica/R3949/2015	2015-07-01	2016-07-01	0.3001
A/SouthAfrica/4033/2015	2015-07-01	2016-07-01	0.2918
A/SouthAfrica/R3944/2015	2015-07-01	2016-07-01	0.2330
A/Arizona/10/2015	2015-07-01	2016-07-01	0.6020
A/Cameroon/16V-0144/2016	2015-07-01	2016-07-01	0.4508
A/Alberta/RV2405/2015	2015-07-01	2016-07-01	0.7815
A/Peru/6116/2016	2015-07-01	2016-07-01	0.4640
A/NewYork/58/2015	2015-07-01	2016-07-01	0.8230
A/Michigan/43/2015	2015-07-01	2016-07-01	1.0374
A/Alberta/RV2362/2015	2015-07-01	2016-07-01	0.9055
A/Jilin-Dongchang/1645/2015	2015-07-01	2016-07-01	0.6090
A/NorthCarolina/28/2015	2015-07-01	2016-07-01	0.8331
A/Michigan/66/2015	2015-07-01	2016-07-01	0.7274
A/Alaska/107/2015	2015-07-01	2016-07-01	1.2968
A/Alaska/141/2015	2015-07-01	2016-07-01	1.0851
A/Alaska/176/2015	2015-07-01	2016-07-01	0.9892
A/Alaska/172/2015	2015-07-01	2016-07-01	0.9954
A/Arizona/20/2015	2015-07-01	2016-07-01	0.7874
A/Arizona/22/2015	2015-07-01	2016-07-01	0.7715
A/Peru/72/2015	2015-07-01	2016-07-01	0.6349
A/Fukushima/78/2015	2015-07-01	2016-07-01	0.5982
A/California/126/2015	2015-07-01	2016-07-01	0.5309
A/Florida/63/2015	2015-07-01	2016-07-01	1.4377
A/Chiba-C/80/2016	2015-07-01	2016-07-01	0.5808
A/Tokyo/15705/2016	2015-07-01	2016-07-01	0.7921
A/Kyoto-C/13/2016	2015-07-01	2016-07-01	0.5980
A/Ishikawa/84/2016	2015-07-01	2016-07-01	0.6365
A/Vietnam/6029/2016	2015-07-01	2016-07-01	0.5213
A/Vietnam/167/2015	2015-07-01	2016-07-01	1.2107
A/Hubei-Wuchang/1297/2016	2015-07-01	2016-07-01	0.5704
A/PuertoRico/16/2015	2015-07-01	2016-07-01	0.7285
A/PuertoMontt/73064/2015	2015-07-01	2016-07-01	0.6743
A/Michigan/60/2015	2015-07-01	2016-07-01	0.6889
A/Arizona/13/2015	2015-07-01	2016-07-01	0.8588
A/Paraguay/6991/2015	2015-07-01	2016-07-01	0.8656
A/Florida/6/2016	2015-07-01	2016-07-01	0.5661
A/Oman/4940/2015	2015-07-01	2016-07-01	0.6820
A/Ontario/RV1170/2016	2015-07-01	2016-07-01	0.6039
A/Paris/1787/2015	2015-07-01	2016-07-01	1.0005
A/Alberta/RV2373/2015	2015-07-01	2016-07-01	1.0954
A/Oman/5009/2015	2015-07-01	2016-07-01	1.0896
A/Oman/5287/2015	2015-07-01	2016-07-01	1.4873
A/Cyprus/F16/2016	2015-07-01	2016-07-01	0.7247
A/Oman/5422/2015	2015-07-01	2016-07-01	1.2371
A/England/929/2016	2015-07-01	2016-07-01	0.6129
A/Indiana/28/2015	2015-07-01	2016-07-01	1.5015
A/Cameroon/15V-8786/2015	2015-07-01	2016-07-01	1.1127
A/Oman/5011/2015	2015-07-01	2016-07-01	1.5022
A/Alaska/110/2015	2015-07-01	2016-07-01	1.0727
A/Alaska/113/2015	2015-07-01	2016-07-01	1.0582
A/Alaska/151/2015	2015-07-01	2016-07-01	1.1652
A/Alaska/174/2015	2015-07-01	2016-07-01	0.9089
A/Alaska/198/2015	2015-07-01	2016-07-01	0.9151
A/Alaska/128/2015	2015-07-01	2016-07-01	1.2268
A/Alaska/248/2015	2015-07-01	2016-07-01	0.8377
A/Alaska/187/2015	2015-07-01	2016-07-01	1.0177
A/Alaska/220/2015	2015-07-01	2016-07-01	1.1425
A/SouthDakota/36/2015	2015-07-01	2016-07-01	1.4220
A/Alaska/200/2015	2015-07-01	2016-07-01	1.1171
A/England/334/2015	2015-07-01	2016-07-01	0.9901
A/England/333/2015	2015-07-01	2016-07-01	1.0037
A/Bangladesh/110005/2015	2015-07-01	2016-07-01	0.7930
A/Ontario/RV0016/2016	2015-07-01	2016-07-01	0.8095
A/Wisconsin/71/2015	2015-07-01	2016-07-01	1.4921
A/Mali/29MOP/2015	2015-07-01	2016-07-01	1.5443
A/Mali/108CS/2015	2015-07-01	2016-07-01	1.2870
A/Bangladesh/1010002/2015	2015-07-01	2016-07-01	1.1352
A/Alaska/101/2015	2015-07-01	2016-07-01	1.8491
A/Alaska/104/2015	2015-07-01	2016-07-01	1.8491
A/Alaska/122/2015	2015-07-01	2016-07-01	1.8933
A/Alaska/83/2015	2015-07-01	2016-07-01	1.9612
A/Alaska/117/2015	2015-07-01	2016-07-01	1.9480
A/Hawaii/60/2015	2015-07-01	2016-07-01	1.2785
A/Bangladesh/5009/2015	2015-07-01	2016-07-01	1.4034
A/Iowa/29/2015	2015-07-01	2016-07-01	1.8063
A/Alaska/126/2015	2015-07-01	2016-07-01	1.9713
A/Iowa/34/2015	2015-07-01	2016-07-01	1.8201
A/Iowa/23/2015	2015-07-01	2016-07-01	1.8201
A/Iowa/28/2015	2015-07-01	2016-07-01	1.8604
A/Iowa/47/2015	2015-07-01	2016-07-01	1.1231
A/Bangladesh/5011/2015	2015-07-01	2016-07-01	1.5703
A/Kanagawa/62/2015	2015-07-01	2016-07-01	1.4146
A/Norway/2588/2015	2015-07-01	2016-07-01	1.1313
A/Vietnam/105/2015	2015-07-01	2016-07-01	1.5716
A/Vietnam/165/2015	2015-07-01	2016-07-01	1.0617
A/Indiana/26/2015	2015-07-01	2016-07-01	1.3199
A/Indiana/25/2015	2015-07-01	2016-07-01	1.3199
A/Alaska/125/2015	2015-07-01	2016-07-01	1.6969
A/Alaska/131/2015	2015-07-01	2016-07-01	1.6513
A/Argentina/116/2016	2015-07-01	2016-07-01	0.6046
A/Louisiana/7/2015	2015-07-01	2016-07-01	1.2221
A/PuertoRico/30/2015	2015-07-01	2016-07-01	1.4149
A/PuertoRico/37/2015	2015-07-01	2016-07-01	1.3496
A/AltoHospicio/47092/2016	2015-07-01	2016-07-01	0.5946
A/Ecuador/2495/2016	2015-07-01	2016-07-01	0.7916
A/Iowa/54/2015	2015-07-01	2016-07-01	1.8593
A/Yokohama/123/2016	2015-07-01	2016-07-01	0.7365
A/Utah/12/2016	2015-07-01	2016-07-01	1.2720
A/NewYork/57/2015	2015-07-01	2016-07-01	2.7569
A/Dnipro/768/2016	2015-07-01	2016-07-01	0.8720
A/Slovenia/1307/2016	2015-07-01	2016-07-01	1.0628
A/Slovenia/1172/2016	2015-07-01	2016-07-01	1.1388
A/Brazil/78870/2015	2015-07-01	2016-07-01	2.1344
A/Brazil/293/2016	2015-07-01	2016-07-01	0.9219
A/Georgia/19/2016	2015-07-01	2016-07-01	1.6238
A/Sydney/9/2016	2015-07-01	2016-07-01	2.1722
A/Iquique/17559/2016	2015-07-01	2016-07-01	1.6254
A/Hawaii/4/2016	2015-07-01	2016-07-01	2.2314
A/Wisconsin/22/2016	2015-07-01	2016-07-01	1.9905
A/California/130/2015	2015-07-01	2016-07-01	2.4888
A/California/79/2016	2015-07-01	2016-07-01	1.8242
A/Ecuador/220/2016	2015-07-01	2016-07-01	1.5282
A/Indiana/35/2016	2015-07-01	2016-07-01	1.7220
A/Quillota/45621/2016	2015-07-01	2016-07-01	0.9816
A/Colombia/6860/2015	2015-07-01	2016-07-01	3.3274
A/California/135/2015	2015-07-01	2016-07-01	2.9106
A/California/136/2015	2015-07-01	2016-07-01	2.8711
A/Colombia/7208/2015	2015-07-01	2016-07-01	2.6321
A/Alabama/4/2016	2015-07-01	2016-07-01	2.0780
A/Alabama/3/2016	2015-07-01	2016-07-01	2.1352
A/Utah/21/2016	2015-07-01	2016-07-01	1.7494
A/Colorado/19/2016	2015-07-01	2016-07-01	1.7494
A/Washington/75/2016	2015-07-01	2016-07-01	1.2084
A/Hawaii/55/2016	2015-07-01	2016-07-01	1.1975
A/Hawaii/56/2016	2015-07-01	2016-07-01	1.1680
A/Indiana/11/2016	2015-07-01	2016-07-01	2.6668
A/SouthCarolina/5/2016	2015-07-01	2016-07-01	2.5334
A/California/35/2016	2015-07-01	2016-07-01	2.3477
A/Louisiana/17/2016	2015-07-01	2016-07-01	1.8093
A/Alaska/22/2016	2015-07-01	2016-07-01	1.3100
A/Alaska/23/2016	2015-07-01	2016-07-01	1.2459
A/Mie/21/2015	2015-07-01	2016-07-01	0.7559
A/Myanmar/I006/2015	2015-07-01	2016-07-01	1.0292
A/Shandong-Shibei/1759/2015	2015-07-01	2016-07-01	0.7930
A/Guangdong/616/2015	2015-07-01	2016-07-01	1.0427
A/Saitama/34/2015	2015-07-01	2016-07-01	0.9638
A/Tokyo/15272/2015	2015-07-01	2016-07-01	0.9173
A/Alaska/189/2015	2015-07-01	2016-07-01	1.0841
A/Arizona/18/2015	2015-07-01	2016-07-01	0.8117
A/Lao/I941/2015	2015-07-01	2016-07-01	0.9269
A/Lao/951/2015	2015-07-01	2016-07-01	0.8981
A/Bangladesh/10001/2015	2015-07-01	2016-07-01	0.7499
A/Maine/40/2015	2015-07-01	2016-07-01	0.8512
A/Vermont/8/2015	2015-07-01	2016-07-01	0.8816
A/Michigan/40/2015	2015-07-01	2016-07-01	0.8236
A/Kanagawa/65/2015	2015-07-01	2016-07-01	0.7035
A/Ohio/18/2015	2015-07-01	2016-07-01	0.9316
A/NewYork/60/2015	2015-07-01	2016-07-01	0.8945
A/Wakayama-C/105/2015	2015-07-01	2016-07-01	0.7696
A/Liaoning-Lianshan/1460/2015	2015-07-01	2016-07-01	0.6863
A/Tokyo/15347/2015	2015-07-01	2016-07-01	0.7122
A/Iceland/10301/2015	2015-07-01	2016-07-01	0.9387
A/Alaska/240/2015	2015-07-01	2016-07-01	0.7756
A/Montana/28/2015	2015-07-01	2016-07-01	0.7306
A/Guangdong/724/2015	2015-07-01	2016-07-01	0.8492
A/Iowa/41/2015	2015-07-01	2016-07-01	0.9141
A/Washington/43/2015	2015-07-01	2016-07-01	0.9541
A/Michigan/67/2015	2015-07-01	2016-07-01	0.9216
A/Alaska/192/2015	2015-07-01	2016-07-01	1.2900
A/Alaska/170/2015	2015-07-01	2016-07-01	1.2744
A/Michigan/52/2015	2015-07-01	2016-07-01	1.1027
A/Michigan/55/2015	2015-07-01	2016-07-01	1.0922
A/Oregon/19/2015	2015-07-01	2016-07-01	0.9621
A/Oregon/21/2015	2015-07-01	2016-07-01	0.9555
A/Xinjiang-Tianshan/1287/2016	2015-07-01	2016-07-01	0.4623
A/PuertoRico/7/2015	2015-07-01	2016-07-01	0.7394
A/Bangladesh/1005002/2015	2015-07-01	2016-07-01	0.6679
A/Oman/5270/2015	2015-07-01	2016-07-01	0.9194
A/Bangladesh/5012/2015	2015-07-01	2016-07-01	0.7220
A/Brisbane/77/2016	2015-07-01	2016-07-01	0.5641
A/Jordan/30124/2016	2015-07-01	2016-07-01	0.6280
A/Florida/97/2015	2015-07-01	2016-07-01	0.9277
A/Incheon/1593/2015	2015-07-01	2016-07-01	1.2498
A/Fiji/16/2015	2015-07-01	2016-07-01	1.0579
