strain	season_start	season_end	lbi
A/Taiwan/1443/2017	2017-07-01	2018-07-01	2.1177
A/Kazakhstan/A-07/2018	2017-07-01	2018-07-01	0.9577
A/Singapore/GP2430/2017	2017-07-01	2018-07-01	1.6504
A/Singapore/TT1740/2017	2017-07-01	2018-07-01	1.7029
A/Beijing-Haidian/14/2018	2017-07-01	2018-07-01	1.5050
A/Boras/1/2017	2017-07-01	2018-07-01	2.0347
A/Congo/357/2018	2017-07-01	2018-07-01	0.7302
A/Congo/319/2018	2017-07-01	2018-07-01	0.8050
A/England/73520179/2017	2017-07-01	2018-07-01	0.2042
A/England/72980505/2017	2017-07-01	2018-07-01	0.4429
A/Cameroon/4372/2018	2017-07-01	2018-07-01	0.4001
A/Niger/5361/2017	2017-07-01	2018-07-01	0.6843
A/CoteDIvoire/1580/2017	2017-07-01	2018-07-01	0.7276
A/Cameroon/9153/2017	2017-07-01	2018-07-01	0.8047
A/Cameroon/9402/2017	2017-07-01	2018-07-01	0.8736
A/Cameroon/9760/2017	2017-07-01	2018-07-01	0.7740
A/Niger/5311/2017	2017-07-01	2018-07-01	0.6961
A/Niger/5360/2017	2017-07-01	2018-07-01	0.7264
A/SouthAfrica/R06787/2017	2017-07-01	2018-07-01	0.4280
A/Brazil/8285/2017	2017-07-01	2018-07-01	0.4401
A/Ethiopia/2458/2017	2017-07-01	2018-07-01	0.4886
A/Ethiopia/1877/2017	2017-07-01	2018-07-01	0.4689
A/SriLanka/72/2017	2017-07-01	2018-07-01	0.4557
A/Kenya/165/2018	2017-07-01	2018-07-01	0.4998
A/Kenya/164/2018	2017-07-01	2018-07-01	0.5153
A/Ghana/2717/2017	2017-07-01	2018-07-01	0.7352
A/Ghana/832/2017	2017-07-01	2018-07-01	0.5937
A/Togo/1046/2017	2017-07-01	2018-07-01	0.6624
A/Tanzania/2941/2018	2017-07-01	2018-07-01	0.3996
A/Thailand/46/2017	2017-07-01	2018-07-01	0.3072
A/Honduras/477/2017	2017-07-01	2018-07-01	0.1151
A/Bolivia/1/2018	2017-07-01	2018-07-01	0.3363
A/Honduras/504/2017	2017-07-01	2018-07-01	0.1543
A/Yunnan-Xianggelila/1708/2017	2017-07-01	2018-07-01	0.3728
A/Jiangsu-Haizhou/1692/2017	2017-07-01	2018-07-01	0.3637
A/Zambia/305/2017	2017-07-01	2018-07-01	0.4083
A/England/73040630/2017	2017-07-01	2018-07-01	0.4188
A/Argentina/2030/2017	2017-07-01	2018-07-01	0.4047
A/Hunan-Yuhua/11237/2017	2017-07-01	2018-07-01	0.2992
A/HongKong/3596/2017	2017-07-01	2018-07-01	0.3146
A/Vietnam/GHS798/2017	2017-07-01	2018-07-01	0.4667
A/Vietnam/GHS799/2017	2017-07-01	2018-07-01	0.4667
A/Vietnam/Lisn199/2017	2017-07-01	2018-07-01	0.4512
A/Vietnam/GHS959/2017	2017-07-01	2018-07-01	0.4425
A/HongKong/3549/2017	2017-07-01	2018-07-01	0.2345
A/Philippines/797/2017	2017-07-01	2018-07-01	0.3237
A/Iwate/68/2017	2017-07-01	2018-07-01	0.3909
A/NewZealand/883/2017	2017-07-01	2018-07-01	0.4205
A/NewZealand/1102/2017	2017-07-01	2018-07-01	0.4214
A/NewZealand/1419/2017	2017-07-01	2018-07-01	0.4007
A/Victoria/654/2017	2017-07-01	2018-07-01	0.3594
A/Niigata/888/2017	2017-07-01	2018-07-01	0.2511
A/Mahasarakham/123/2017	2017-07-01	2018-07-01	0.2660
A/Tochigi/17151/2017	2017-07-01	2018-07-01	0.2436
A/Indonesia/Nihrd-Mks410/2017	2017-07-01	2018-07-01	0.3503
A/Bulgaria/243/2018	2017-07-01	2018-07-01	0.3859
A/AbuDhabi/15/2018	2017-07-01	2018-07-01	0.3886
A/Colombia/6434/2017	2017-07-01	2018-07-01	0.5067
A/Uppsala/2/2017	2017-07-01	2018-07-01	0.5856
A/Stockholm/43/2017	2017-07-01	2018-07-01	0.5533
A/Norway/3396/2017	2017-07-01	2018-07-01	0.5450
A/Lao/F4697/2017	2017-07-01	2018-07-01	0.5370
A/Guizhou-Nanming/1958/2018	2017-07-01	2018-07-01	0.5697
A/Aichi/337/2017	2017-07-01	2018-07-01	1.3789
A/Nantes/1441/2017	2017-07-01	2018-07-01	1.0080
A/Kaliningrad/41/2018	2017-07-01	2018-07-01	0.5943
A/Sichuan-Qingyang/11804/2017	2017-07-01	2018-07-01	0.9655
A/Kanagawa/254/2017	2017-07-01	2018-07-01	0.8471
A/Liaoning-Yinzhou/1399/2017	2017-07-01	2018-07-01	1.1682
A/Akita/20/2017	2017-07-01	2018-07-01	1.1897
A/HongKong/4983/2017	2017-07-01	2018-07-01	0.5765
A/Chanthaburi/2445/2017	2017-07-01	2018-07-01	0.9401
A/Lyon/1560/2018	2017-07-01	2018-07-01	0.5635
A/HongKong/4823/2017	2017-07-01	2018-07-01	1.1612
A/HongKong/4824/2017	2017-07-01	2018-07-01	1.1533
A/Macau/601326/2018	2017-07-01	2018-07-01	0.7143
A/Kanagawa/AC1736/2018	2017-07-01	2018-07-01	0.6738
A/Kanagawa/IC1725/2018	2017-07-01	2018-07-01	0.8981
A/Jilin-Chaoyang/111/2018	2017-07-01	2018-07-01	0.7664
A/Gothenburg/1/2017	2017-07-01	2018-07-01	1.2023
A/Gothenburg/2/2017	2017-07-01	2018-07-01	1.1860
A/Daegu/751/2017	2017-07-01	2018-07-01	0.3701
A/Brazil/485/2017	2017-07-01	2018-07-01	1.7585
A/Sundsvall/27/2017	2017-07-01	2018-07-01	1.2529
A/SantaCatarina/918/2017	2017-07-01	2018-07-01	2.6871
A/Brisbane/34/2018	2017-07-01	2018-07-01	1.3308
A/Maryland/7/2018	2017-07-01	2018-07-01	1.7391
A/Wisconsin/92/2018	2017-07-01	2018-07-01	1.0542
A/BasseNormandie/1144/2018	2017-07-01	2018-07-01	1.4653
A/Sweden/23/2018	2017-07-01	2018-07-01	1.8590
A/Indiana/8/2018	2017-07-01	2018-07-01	1.9644
A/Pernambuco/151608-IEC/2018	2017-07-01	2018-07-01	2.0586
A/Kansas/14/2017	2017-07-01	2018-07-01	3.2186
A/DistrictOfColumbia/7/2017	2017-07-01	2018-07-01	3.2186
A/England/538/2018	2017-07-01	2018-07-01	2.1661
A/Arizona/36/2018	2017-07-01	2018-07-01	1.4988
A/HongKong/655/2018	2017-07-01	2018-07-01	1.9113
A/Maryland/42/2018	2017-07-01	2018-07-01	2.0071
A/Iowa/54/2018	2017-07-01	2018-07-01	1.7325
A/Bayern/47/2018	2017-07-01	2018-07-01	1.9600
A/Dakar/29/2018	2017-07-01	2018-07-01	1.3663
A/England/540/2018	2017-07-01	2018-07-01	2.6393
A/Maryland/38/2018	2017-07-01	2018-07-01	2.5947
A/Dakar/25/2018	2017-07-01	2018-07-01	1.5294
A/Dakar/28/2018	2017-07-01	2018-07-01	1.5485
A/Minnesota/39/2018	2017-07-01	2018-07-01	1.8545
A/Pennsylvania/78/2018	2017-07-01	2018-07-01	2.2779
A/DistrictOfColumbia/23/2018	2017-07-01	2018-07-01	2.4581
A/DistrictOfColumbia/20/2018	2017-07-01	2018-07-01	2.4648
A/NorthCarolina/38/2018	2017-07-01	2018-07-01	2.2782
A/Minnesota/38/2018	2017-07-01	2018-07-01	1.8862
A/Brazil/4729/2017	2017-07-01	2018-07-01	0.7136
A/Wakayama-C/101/2017	2017-07-01	2018-07-01	0.8115
A/CostaRica/6684/2017	2017-07-01	2018-07-01	0.8189
A/SouthAfrica/R06409/2017	2017-07-01	2018-07-01	1.0686
A/Pakistan/199/2017	2017-07-01	2018-07-01	0.8426
A/Brisbane/88/2018	2017-07-01	2018-07-01	0.4521
A/Mississippi/30/2017	2017-07-01	2018-07-01	0.6689
A/Congo/7/2018	2017-07-01	2018-07-01	0.6683
A/Congo/467/2017	2017-07-01	2018-07-01	1.0094
A/Congo/510/2017	2017-07-01	2018-07-01	0.9384
A/Congo/553/2017	2017-07-01	2018-07-01	0.8765
A/Iowa/37/2017	2017-07-01	2018-07-01	0.8382
A/Santiago/72273/2017	2017-07-01	2018-07-01	1.7432
A/Brazil/1967/2017	2017-07-01	2018-07-01	2.2171
A/Santiago/52649/2018	2017-07-01	2018-07-01	0.5958
A/Ohio/22/2018	2017-07-01	2018-07-01	0.6818
A/Stockholm/57/2017	2017-07-01	2018-07-01	1.4057
A/Pennsylvania/265/2017	2017-07-01	2018-07-01	1.9502
A/CostaRica/5406/2017	2017-07-01	2018-07-01	4.2069
A/Madrid/2175/2018	2017-07-01	2018-07-01	1.4605
A/Moscow/149/2018	2017-07-01	2018-07-01	1.2205
A/SouthAustralia/10/2018	2017-07-01	2018-07-01	1.3361
A/Santiago/7339/2018	2017-07-01	2018-07-01	2.1008
A/Arkhangelsk/29/2018	2017-07-01	2018-07-01	1.3976
A/Dijon/1723/2018	2017-07-01	2018-07-01	1.3892
A/Iceland/95/2018	2017-07-01	2018-07-01	1.1426
A/Iceland/94/2018	2017-07-01	2018-07-01	1.1691
A/Tyumen/RII-01/2018	2017-07-01	2018-07-01	1.0308
A/England/80780396/2018	2017-07-01	2018-07-01	2.0703
A/Dunedin/1/2018	2017-07-01	2018-07-01	1.9740
A/Fujian-Tongan/1542/2018	2017-07-01	2018-07-01	0.9815
A/Dnipro/416/2018	2017-07-01	2018-07-01	1.4008
A/HongKong/675/2018	2017-07-01	2018-07-01	1.5381
A/Argentina/1876/2017	2017-07-01	2018-07-01	3.6360
A/Argentina/13076/2017	2017-07-01	2018-07-01	3.6137
A/Santiago/62354/2017	2017-07-01	2018-07-01	2.9056
A/NewCaledonia/6/2017	2017-07-01	2018-07-01	1.3889
A/Malta/32736/2018	2017-07-01	2018-07-01	1.4571
A/Nagano/2283/2018	2017-07-01	2018-07-01	0.7596
A/SouthCarolina/19/2017	2017-07-01	2018-07-01	1.9283
A/Switzerland/8060/2017	2017-07-01	2018-07-01	1.5308
A/Switzerland/8060/2017-egg	2017-07-01	2018-07-01	1.5308
A/Ecuador/103/2018	2017-07-01	2018-07-01	1.5747
A/Bolivia/150/2018	2017-07-01	2018-07-01	1.3908
A/Bolivia/829/2018	2017-07-01	2018-07-01	0.8271
A/Amazonas/153154-IEC/2018	2017-07-01	2018-07-01	0.9118
A/Brazil/6029/2018	2017-07-01	2018-07-01	1.0463
A/RioGrandeDoSul/103/2018	2017-07-01	2018-07-01	1.2891
A/Brazil/1445/2017	2017-07-01	2018-07-01	3.7557
A/PuertoRico/21/2018	2017-07-01	2018-07-01	0.8657
A/Paraiba/151837-IEC/2018	2017-07-01	2018-07-01	1.4067
A/Peru/5918/2018	2017-07-01	2018-07-01	1.0265
A/Sydney/47/2018	2017-07-01	2018-07-01	1.0520
A/Sydney/67/2018	2017-07-01	2018-07-01	0.9292
A/Suriname/2263/2017	2017-07-01	2018-07-01	2.3847
A/Guyane/360/2017	2017-07-01	2018-07-01	1.7360
A/Guyane/529/2018	2017-07-01	2018-07-01	1.0974
A/Suriname/2326/2017	2017-07-01	2018-07-01	2.0680
A/Guyane/23/2018	2017-07-01	2018-07-01	1.7196
A/Suriname/2354/2017	2017-07-01	2018-07-01	2.1324
A/Guyane/333/2017	2017-07-01	2018-07-01	2.1331
A/Guyane/17/2018	2017-07-01	2018-07-01	1.8308
A/Guyane/499/2018	2017-07-01	2018-07-01	1.2736
A/Sweden/8/2018	2017-07-01	2018-07-01	1.5123
A/Mauritius/2263/2018	2017-07-01	2018-07-01	1.0113
A/England/75060552/2017	2017-07-01	2018-07-01	2.1587
A/Sendai/60/2017	2017-07-01	2018-07-01	2.1637
A/Linkoping/6/2017	2017-07-01	2018-07-01	1.9006
A/Sydney/1163/2017	2017-07-01	2018-07-01	3.9225
A/Ehime/18/2018	2017-07-01	2018-07-01	1.6289
A/Argentina/2068/2017	2017-07-01	2018-07-01	3.7560
A/Argentina/2115/2017	2017-07-01	2018-07-01	3.9209
A/Swansea/5352/2017	2017-07-01	2018-07-01	3.6843
A/Texas/325/2017	2017-07-01	2018-07-01	1.5538
A/Osaka-C/79/2017	2017-07-01	2018-07-01	2.0970
A/England/73300573/2017	2017-07-01	2018-07-01	3.9957
A/Peru/806817/2017	2017-07-01	2018-07-01	2.1605
A/Valparaiso/62593/2017	2017-07-01	2018-07-01	3.8271
A/Amazonas/152016-IEC/2018	2017-07-01	2018-07-01	1.2428
A/StPetersburg/RII-532/2018	2017-07-01	2018-07-01	1.1921
A/Bretagne/1413/2017	2017-07-01	2018-07-01	3.6923
A/Bretagne/1565/2017-egg	2017-07-01	2018-07-01	2.7764
A/Townsville/1000/2018	2017-07-01	2018-07-01	1.7203
A/Brisbane/54/2018	2017-07-01	2018-07-01	1.2083
A/Croatia/3608/2017	2017-07-01	2018-07-01	2.6790
A/California/96/2017	2017-07-01	2018-07-01	3.3811
A/Guyane/663/2018	2017-07-01	2018-07-01	0.9623
A/Guyane/666/2018	2017-07-01	2018-07-01	0.9429
A/Florida/104/2017	2017-07-01	2018-07-01	2.5237
A/SaintLucia/638/2018	2017-07-01	2018-07-01	1.7846
A/StPetersburg/RII-530/2018	2017-07-01	2018-07-01	1.1562
A/Netherlands/3512/2017	2017-07-01	2018-07-01	3.1570
A/California/83/2017	2017-07-01	2018-07-01	3.0496
A/California/84/2017	2017-07-01	2018-07-01	3.0496
A/Peru/918/2018	2017-07-01	2018-07-01	1.1393
A/Peru/2117/2017	2017-07-01	2018-07-01	2.4368
A/Sydney/1207/2017	2017-07-01	2018-07-01	2.2465
A/VinadelMar/70327/2017	2017-07-01	2018-07-01	3.8816
A/Arkansas/31/2017	2017-07-01	2018-07-01	2.5318
A/Montana/24/2017	2017-07-01	2018-07-01	2.7481
A/Victoria/887/2017	2017-07-01	2018-07-01	2.9288
A/Paraguay/9159/2018	2017-07-01	2018-07-01	1.5615
A/Texas/299/2017	2017-07-01	2018-07-01	3.8758
A/SouthAustralia/11/2018	2017-07-01	2018-07-01	1.5772
A/Iceland/136/2017	2017-07-01	2018-07-01	2.8048
A/Iceland/8/2018	2017-07-01	2018-07-01	2.6652
A/Mexico/1707/2018	2017-07-01	2018-07-01	1.2491
A/SouthAustralia/276/2017	2017-07-01	2018-07-01	2.9682
A/SouthAustralia/1087/2017	2017-07-01	2018-07-01	3.0091
A/NewMexico/14/2018	2017-07-01	2018-07-01	2.0143
A/Argentina/1989/2017	2017-07-01	2018-07-01	8.4233
A/California/77/2017	2017-07-01	2018-07-01	7.2085
A/California/78/2017	2017-07-01	2018-07-01	7.1855
A/Connecticut/29/2017	2017-07-01	2018-07-01	6.0841
A/Arizona/52/2017	2017-07-01	2018-07-01	5.2532
A/Arkansas/30/2017	2017-07-01	2018-07-01	4.3809
A/Colombia/8139/2018	2017-07-01	2018-07-01	1.7198
A/Sydney/515/2018	2017-07-01	2018-07-01	1.5769
A/HongKong/676/2018	2017-07-01	2018-07-01	2.3979
A/StPetersburg/RII-362/2018	2017-07-01	2018-07-01	3.2588
A/Michigan/77/2018	2017-07-01	2018-07-01	2.3039
A/Lebanon/58/2018	2017-07-01	2018-07-01	4.0908
A/Loei/1155/2018	2017-07-01	2018-07-01	1.6346
A/Lebanon/59/2018	2017-07-01	2018-07-01	4.0908
A/Seoul/786/2017	2017-07-01	2018-07-01	5.4048
A/Ontario/RV2327/2018	2017-07-01	2018-07-01	3.6113
A/Kanagawa/AC1737/2018	2017-07-01	2018-07-01	2.6327
A/Sakai/23/2018	2017-07-01	2018-07-01	2.7633
A/Newfoundland/RV1805/2018	2017-07-01	2018-07-01	3.6126
A/Newfoundland/RV2272/2018	2017-07-01	2018-07-01	4.0299
A/Newfoundland/RV1529/2018	2017-07-01	2018-07-01	4.2270
A/Concepcion/32374/2018	2017-07-01	2018-07-01	2.8843
A/Sydney/15/2018	2017-07-01	2018-07-01	3.2931
A/Canberra/8/2018	2017-07-01	2018-07-01	2.0646
A/Canberra/9/2018	2017-07-01	2018-07-01	1.8187
A/Kawasaki/68/2018	2017-07-01	2018-07-01	2.8840
A/Hyogo/3029/2018	2017-07-01	2018-07-01	2.1534
A/Shimane/16/2018	2017-07-01	2018-07-01	3.1949
A/Fukushima/33/2018	2017-07-01	2018-07-01	2.2177
A/Niigata-C/33/2018	2017-07-01	2018-07-01	2.1390
A/SouthAustralia/5/2018	2017-07-01	2018-07-01	4.4084
A/Yamagata/182/2018	2017-07-01	2018-07-01	2.6688
A/Hawaii/43/2018	2017-07-01	2018-07-01	1.9031
A/Saitama/30/2018	2017-07-01	2018-07-01	4.3075
A/TurksAndCaicos/74/2017	2017-07-01	2018-07-01	5.0306
A/Bolivia/71/2018	2017-07-01	2018-07-01	3.9453
A/Yamagata/189/2018	2017-07-01	2018-07-01	2.0601
A/Yokohama/80/2018	2017-07-01	2018-07-01	2.7062
A/Ayutthaya/56/2018	2017-07-01	2018-07-01	3.2467
A/Sydney/23/2018	2017-07-01	2018-07-01	3.3913
A/Miyazaki/72/2018	2017-07-01	2018-07-01	1.6476
A/Hawaii/45/2018	2017-07-01	2018-07-01	1.8743
A/Alaska/37/2018	2017-07-01	2018-07-01	2.8724
A/Mie/22/2018	2017-07-01	2018-07-01	2.7403
A/Nagano/2224/2018	2017-07-01	2018-07-01	2.7083
A/Tochigi/18136/2018	2017-07-01	2018-07-01	2.3364
A/Taiwan/80613/2018	2017-07-01	2018-07-01	2.7658
A/Philippines/464/2018	2017-07-01	2018-07-01	2.7882
A/Nonthaburi/16/2018	2017-07-01	2018-07-01	5.3279
A/HongKong/626/2018	2017-07-01	2018-07-01	3.6934
A/Taiwan/80650/2018	2017-07-01	2018-07-01	2.6550
A/Kanagawa/AC1731/2018	2017-07-01	2018-07-01	4.6546
A/Iquique/37846/2018	2017-07-01	2018-07-01	3.3768
A/Iquique/24508/2018	2017-07-01	2018-07-01	4.2405
A/Lyon/1493/2018	2017-07-01	2018-07-01	4.0130
A/Sapporo/51/2018	2017-07-01	2018-07-01	2.6065
A/Nagano/2197/2018	2017-07-01	2018-07-01	3.7300
A/Philippines/539/2018	2017-07-01	2018-07-01	2.8422
A/Kanagawa/AC1709/2017	2017-07-01	2018-07-01	8.3449
A/Bangkok/127/2018	2017-07-01	2018-07-01	2.5326
A/Townsville/10/2018	2017-07-01	2018-07-01	2.8215
A/Israel/SK521/2017	2017-07-01	2018-07-01	7.6235
A/Gifu/1/2018	2017-07-01	2018-07-01	7.0818
A/Gifu-C/2/2018	2017-07-01	2018-07-01	5.8975
A/Kanagawa/IC1734/2018	2017-07-01	2018-07-01	6.1319
A/ChiangMai/10/2018	2017-07-01	2018-07-01	6.8373
A/Newcastle/5/2018	2017-07-01	2018-07-01	5.7795
A/England/80820616/2018	2017-07-01	2018-07-01	5.7401
A/Niigata/185/2018	2017-07-01	2018-07-01	6.0096
A/Niigata/327/2018	2017-07-01	2018-07-01	4.9847
A/Dijon/1771/2018	2017-07-01	2018-07-01	4.0600
A/Yamaguchi/31/2018	2017-07-01	2018-07-01	3.3976
A/HongKong/656/2018	2017-07-01	2018-07-01	4.2207
A/Brisbane/36/2018	2017-07-01	2018-07-01	4.6687
A/SuratThani/83/2018	2017-07-01	2018-07-01	4.3970
A/Loei/1152/2018	2017-07-01	2018-07-01	2.7030
A/Loei/116/2018	2017-07-01	2018-07-01	2.6854
A/Brazil/6531/2017	2017-07-01	2018-07-01	0.4380
A/Lao/2922/2017	2017-07-01	2018-07-01	0.8057
A/Colorado/12/2017	2017-07-01	2018-07-01	0.9683
A/Bangladesh/1246/2017	2017-07-01	2018-07-01	0.9856
A/Lao/3307/2017	2017-07-01	2018-07-01	1.0124
A/Phetchaburi/28/2018	2017-07-01	2018-07-01	0.6750
A/Hubei-Xianan/1702/2017	2017-07-01	2018-07-01	1.4617
A/Lao/2852/2017	2017-07-01	2018-07-01	1.8638
A/Macau/600572/2018	2017-07-01	2018-07-01	0.8429
A/Tokyo/17248/2017	2017-07-01	2018-07-01	2.2200
A/Nonthaburi/33/2018	2017-07-01	2018-07-01	1.0268
A/Kanagawa/209/2017	2017-07-01	2018-07-01	2.5560
A/Nakhonsithammarat/21/2018	2017-07-01	2018-07-01	1.1849
A/Alberta/RV2370/2017	2017-07-01	2018-07-01	2.5767
A/India/1037/2017	2017-07-01	2018-07-01	2.3291
A/Victoria/235/2017	2017-07-01	2018-07-01	2.4921
A/AbuDhabi/217/2017	2017-07-01	2018-07-01	1.7052
A/Myanmar/17M189/2017	2017-07-01	2018-07-01	1.8369
A/Nonthaburi/182/2017	2017-07-01	2018-07-01	3.7427
A/Mozambique/309/2017	2017-07-01	2018-07-01	3.4732
A/Newcastle/4/2018	2017-07-01	2018-07-01	1.6835
A/Liaoning-Xinlongtai/1103/2018	2017-07-01	2018-07-01	1.4815
A/Jilin-Longshan/1235/2018	2017-07-01	2018-07-01	1.2729
A/Phetchaburi/2607/2017	2017-07-01	2018-07-01	2.2961
A/Tokyo/17390/2017	2017-07-01	2018-07-01	3.0281
A/Papeete/1431/2017	2017-07-01	2018-07-01	3.4472
A/SouthAfrica/6922/2018	2017-07-01	2018-07-01	0.9852
A/Macau/601328/2017	2017-07-01	2018-07-01	1.8627
A/HongKong/681/2018	2017-07-01	2018-07-01	1.3250
A/Macau/601328/2018	2017-07-01	2018-07-01	1.8674
A/Tomsk/159/2018	2017-07-01	2018-07-01	1.4342
A/Sweden/11/2018	2017-07-01	2018-07-01	2.0813
A/Sydney/1002/2018	2017-07-01	2018-07-01	1.0156
A/Oman/3407/2018	2017-07-01	2018-07-01	0.9626
A/SriLanka/56/2017	2017-07-01	2018-07-01	1.3393
A/Bangladesh/974/2018	2017-07-01	2018-07-01	0.6045
A/Bangladesh/64/2017	2017-07-01	2018-07-01	1.6607
A/Sakai/24/2017	2017-07-01	2018-07-01	1.3083
A/Sydney/235/2017	2017-07-01	2018-07-01	1.1009
A/England/73660230/2017	2017-07-01	2018-07-01	2.0440
A/Sweden/37/2018	2017-07-01	2018-07-01	0.7628
A/Taiwan/80624/2018	2017-07-01	2018-07-01	0.6178
A/Vietnam/Lisn18022/2018	2017-07-01	2018-07-01	0.6902
A/HongKong/1106/2018	2017-07-01	2018-07-01	0.5384
A/HongKong/1101/2018	2017-07-01	2018-07-01	0.5421
A/Brisbane/198/2017	2017-07-01	2018-07-01	0.9215
A/Bangladesh/1/2017	2017-07-01	2018-07-01	1.7235
A/India/4661/2018	2017-07-01	2018-07-01	0.7057
A/India/4666/2018	2017-07-01	2018-07-01	0.8300
A/India/4658/2018	2017-07-01	2018-07-01	0.9322
A/Lao/3842/2017	2017-07-01	2018-07-01	1.3048
A/Pakistan/184/2017	2017-07-01	2018-07-01	1.3998
A/AbuDhabi/14/2017	2017-07-01	2018-07-01	1.2269
A/Chongqing-Banan/1211/2018	2017-07-01	2018-07-01	0.7047
A/Kawasaki/131/2017	2017-07-01	2018-07-01	1.4170
A/Wakayama-C/102/2017	2017-07-01	2018-07-01	1.7782
A/HongKong/4193/2017	2017-07-01	2018-07-01	1.6373
A/HongKong/4085/2017	2017-07-01	2018-07-01	1.7578
A/Maldives/1455/2017	2017-07-01	2018-07-01	0.9905
A/Iran/88361/2017	2017-07-01	2018-07-01	1.4961
A/India/3873/2017	2017-07-01	2018-07-01	1.5188
A/HongKong/3571/2017	2017-07-01	2018-07-01	2.4728
A/Shimane/112/2017	2017-07-01	2018-07-01	1.2844
A/Liaoning-Xinlongtai/1374/2017	2017-07-01	2018-07-01	2.0070
A/Beijing-Huairou/11878/2017	2017-07-01	2018-07-01	1.3548
A/HongKong/4182/2017	2017-07-01	2018-07-01	2.4828
A/HongKong/3550/2017	2017-07-01	2018-07-01	2.8211
A/AbuDhabi/13/2017	2017-07-01	2018-07-01	1.5540
A/Sydney/3/2018	2017-07-01	2018-07-01	1.1181
A/SriLanka/93/2017	2017-07-01	2018-07-01	1.6397
A/SriLanka/1/2018	2017-07-01	2018-07-01	1.3973
A/SriLanka/94/2017	2017-07-01	2018-07-01	1.7345
A/England/73560808/2017	2017-07-01	2018-07-01	2.7507
A/Afghanistan/1311/2018	2017-07-01	2018-07-01	1.4601
A/Pakistan/217/2017	2017-07-01	2018-07-01	2.9143
A/SouthAfrica/R00489/2018	2017-07-01	2018-07-01	1.4420
A/SriLanka/4/2018	2017-07-01	2018-07-01	1.5018
A/England/73580521/2017	2017-07-01	2018-07-01	2.9817
A/Pakistan/192/2017	2017-07-01	2018-07-01	3.1151
A/Zhejiang-Nanhu/1745/2017	2017-07-01	2018-07-01	3.0351
A/India/3370/2017	2017-07-01	2018-07-01	2.9594
A/Qatar/14-VI-17-0038205/2017	2017-07-01	2018-07-01	3.1458
A/India/9930/2017	2017-07-01	2018-07-01	2.4348
A/AbuDhabi/1/2017	2017-07-01	2018-07-01	2.8383
A/Mauritius/2287/2018	2017-07-01	2018-07-01	0.9172
A/Pakistan/225/2017	2017-07-01	2018-07-01	2.9088
A/Nagano/2717/2017	2017-07-01	2018-07-01	2.2567
A/Fiji/22/2018	2017-07-01	2018-07-01	1.3335
A/Fiji/8/2018	2017-07-01	2018-07-01	1.4987
A/NewCaledonia/23/2018	2017-07-01	2018-07-01	1.0147
A/Canterbury/4/2018	2017-07-01	2018-07-01	0.9595
A/England/72820665/2017	2017-07-01	2018-07-01	5.0842
A/India/2835/2017	2017-07-01	2018-07-01	3.3302
A/India/8050/2017	2017-07-01	2018-07-01	3.4692
A/Pakistan/178/2017	2017-07-01	2018-07-01	4.2951
A/Bangladesh/1011/2017	2017-07-01	2018-07-01	4.6919
A/California/86/2017	2017-07-01	2018-07-01	2.9517
A/Stockholm/40/2017	2017-07-01	2018-07-01	3.1167
A/SriLanka/103/2017	2017-07-01	2018-07-01	1.8108
A/SriLanka/102/2017	2017-07-01	2018-07-01	1.8482
A/Fukui/18/2017	2017-07-01	2018-07-01	2.0880
A/Philippines/5/2018	2017-07-01	2018-07-01	1.0161
A/Sydney/100/2018	2017-07-01	2018-07-01	1.0228
A/Philippines/17/2018	2017-07-01	2018-07-01	1.0228
A/Philippines/334/2018	2017-07-01	2018-07-01	1.3200
A/Madagascar/1123/2018	2017-07-01	2018-07-01	1.5954
A/Hawaii/44/2018	2017-07-01	2018-07-01	1.0296
A/Philippines/30/2017	2017-07-01	2018-07-01	2.1759
A/SouthAustralia/7/2018	2017-07-01	2018-07-01	1.3481
A/Singapore/GP0454/2018	2017-07-01	2018-07-01	1.5128
A/India/6023/2017	2017-07-01	2018-07-01	1.1916
A/Newcastle/19/2018	2017-07-01	2018-07-01	0.6641
A/Astrakhan/32/2017	2017-07-01	2018-07-01	0.9301
A/NewZealand/875/2017	2017-07-01	2018-07-01	1.5900
A/NewZealand/1070/2017	2017-07-01	2018-07-01	1.4851
A/NewZealand/755/2017	2017-07-01	2018-07-01	1.5289
A/Mie/47/2017	2017-07-01	2018-07-01	0.9123
A/AbuDhabi/8/2017	2017-07-01	2018-07-01	1.0627
A/Shanghai-Songjiang/1635/2017	2017-07-01	2018-07-01	1.6069
A/Chanthaburi/101/2018	2017-07-01	2018-07-01	0.6176
A/Cambodia/c06254116/2018	2017-07-01	2018-07-01	0.6818
A/Kenya/134/2018	2017-07-01	2018-07-01	1.0123
A/Kenya/166/2018	2017-07-01	2018-07-01	0.6268
A/Kenya/167/2018	2017-07-01	2018-07-01	0.6268
A/SouthAfrica/R06408/2017	2017-07-01	2018-07-01	1.7329
A/SouthAfrica/R7925/2017	2017-07-01	2018-07-01	1.7611
A/Mozambique/418/2018	2017-07-01	2018-07-01	0.7485
A/Mozambique/8218/2018	2017-07-01	2018-07-01	0.6834
A/SouthAfrica/R07316/2017	2017-07-01	2018-07-01	1.6892
A/SouthAfrica/R7901/2017	2017-07-01	2018-07-01	1.6075
A/SouthAfrica/R07380/2017	2017-07-01	2018-07-01	1.7144
A/Victoria/893/2017	2017-07-01	2018-07-01	1.2330
